title,year,citationCount,top_conf_citations,top_journal_citations,paperId,notes,citations_2014,citations_2015,citations_2016,citations_2017,citations_2018,citations_2019,citations_2020,citations_2021,citations_2022,citations_2023,citations_2024,ai_category
Everyone Likes Shopping! Multi-class Product Categorization for e-Commerce,2015,59,10,2,069dc082c1784799ac58526ff6265ab08989acce,,0,0,4,8,6,13,5,9,3,2,4,自然语言处理
GPU-Friendly Local Regression for Voice Conversion,2015,1,1,0,31eaba24eec686d649dda84da6467f36cceb15a6,,0,0,0,0,0,0,0,0,1,0,0,机器学习（含深度学习）
Response-based Learning for Machine Translation of Open-domain Database Queries,2015,7,3,0,7ff52cebf98896b8d9cbc0147d2b2b35d7ecb389,,0,1,2,0,2,1,1,0,0,0,0,自然语言处理
Context-Dependent Automatic Response Generation Using Statistical Machine Translation Techniques,2015,3,1,0,bf5cb43783ef7ab97e103799f2550f2fc1e1c06f,,0,0,2,0,0,1,0,0,0,0,0,自然语言处理
Multilingual Open Relation Extraction Using Cross-lingual Projection,2015,86,24,3,1f2e8fe19086ef8f4be7808bcf80f3b89ae02008,,0,4,7,13,11,11,12,6,10,8,2,自然语言处理
Learning to parse with IAA-weighted loss,2015,11,5,0,cf947796f6da4bc2cdbf615ed3720c9211030032,,0,1,3,0,1,2,2,1,0,1,0,自然语言处理
Discriminative Phrase Embedding for Paraphrase Identification,2015,40,10,2,243cbb84556a7ee6d54e83524dac3689a9749a2a,,0,1,3,9,9,1,3,4,5,0,4,自然语言处理
Combining Word Embeddings and Feature Embeddings for Fine-grained Relation Extraction,2015,54,20,4,51a7facf55ba680d200c1c04efbf7f6c09c408a9,,0,6,7,6,9,6,7,3,4,2,0,自然语言处理
CASSA: A Context-Aware Synonym Simplification Algorithm,2015,43,3,0,383e612b961eeadf795e14d11c7e4253af365927,,1,4,7,2,5,5,2,5,4,4,4,自然语言处理
Simple task-specific bilingual word embeddings,2015,126,44,2,5feac39a50e5bf240a64f42dbc881a16e8f8e659,,0,4,28,17,20,20,18,4,6,7,1,自然语言处理
Sampling Techniques for Streaming Cross Document Coreference Resolution,2015,4,2,0,1852ef1839f625eba8f432c74b15bf3503c0b629,,0,0,0,1,0,0,0,2,1,0,0,自然语言处理
On the Automatic Learning of Sentiment Lexicons,2015,35,2,1,20f27e2b36ff572eb1c36849c27237e31e13de55,,0,3,13,11,1,3,1,3,0,0,0,自然语言处理
Large-Scale Native Language Identification with Cross-Corpus Evaluation,2015,38,10,0,261d7f67af2fff10526320a507d2e25db1e5f541,,0,12,4,5,7,1,2,0,2,1,4,自然语言处理
Unediting: Detecting Disfluencies Without Careful Transcripts,2015,5,1,0,b173e0ca4ba591cc78653a0f9f4d79fef82f3145,,0,0,0,2,1,1,0,0,0,0,1,自然语言处理
Type-Driven Incremental Semantic Parsing with Polymorphism,2015,57,28,0,42f571fc75ccf57b44c1b9eeead67c84ee9d5979,,0,1,7,10,7,10,11,4,4,3,0,自然语言处理
Template Kernels for Dependency Parsing,2015,5,3,0,f4dbd6b22e1df59d2f91d57c64d158d245ab093e,,0,0,3,1,0,0,0,0,0,0,1,自然语言处理
Embedding a Semantic Network in a Word Space,2015,49,10,0,0b5840b74975928224d4d75f0ee8d9867dcbdf08,,0,5,5,7,11,10,3,3,2,1,2,表示学习与优化方法
Random Walks and Neural Network Language Models on Knowledge Bases,2015,73,12,1,240cd5f1b47a68c9dcc04b3921e69093c9a55b02,,0,1,5,11,13,15,10,5,3,8,1,表示学习与优化方法
Enhancing Sumerian Lemmatization by Unsupervised Named-Entity Recognition,2015,12,4,0,7992d9e07b086aa639479d12b1dbda99891f0dbb,,0,1,1,2,1,2,2,1,0,1,0,自然语言处理
Extracting Information about Medication Use from Veterinary Discussions,2015,10,1,0,c33d379e39801434a1d5c0451b38ddb112df798c,,0,0,0,2,4,1,2,0,0,0,0,自然语言处理
Reserating the awesometastic: An automatic extension of the WordNet taxonomy for novel terms,2015,33,11,0,922b6b39807cbe84bce18dfcbeff87c9842aabb0,,0,1,7,5,4,3,4,4,3,0,1,自然语言处理
Cross-lingual Text Classification Using Topic-Dependent Word Probabilities,2015,7,4,0,805f7a1f6cb63edba0e418cb558ce4ab6ac8e1c5,,0,0,0,0,1,2,2,1,1,0,0,自然语言处理
Testing and Comparing Computational Approaches for Identifying the Language of Framing in Political News,2015,102,27,1,50d578c0d22c64be10d4c745a35063ccdb636935,,0,3,6,8,12,9,14,14,8,11,12,自然语言处理
Echoes of Persuasion: The Effect of Euphony in Persuasive Communication,2015,22,8,2,95178af0774c6a36619f3714c4dd07a4cd467e55,,0,1,7,2,1,1,2,2,0,3,2,自然语言处理
Translating Videos to Natural Language Using Deep Recurrent Neural Networks,2015,974,226,24,43795b7bac3d921c4e579964b54187bdbf6c6330,,2,58,111,120,132,146,120,93,71,59,34,多模态学习
Learning to Interpret and Describe Abstract Scenes,2015,34,12,0,044590d9ce6c5b4e0adc54478e865ed3583355d6,,0,2,8,9,3,3,3,0,3,1,0,计算机视觉
A Comparison of Update Strategies for Large-Scale Maximum Expected BLEU Training,2015,9,1,0,f39f1b51e08e8b423a5da6d6b108047232531b26,,0,3,1,3,1,0,0,1,0,0,0,自然语言处理
Learning Translation Models from Monolingual Continuous Representations,2015,45,17,0,adc17f3e150555dcebb59bd29f4fce73176e2e12,,0,5,12,6,14,1,1,2,1,2,1,自然语言处理
A Corpus and Model Integrating Multiword Expressions and Supersenses,2015,83,19,0,ad90c64a99928c920ae5058e566b283e24952bd7,,0,4,14,13,6,7,12,11,8,3,2,自然语言处理
Good News or Bad News: Using Affect Control Theory to Analyze Readers’ Reaction Towards News Articles,2015,36,7,0,207c42e349a98cb2e037a244ecc381d7c02f0876,,0,0,8,10,5,3,5,2,0,0,1,自然语言处理
Do We Really Need Lexical Information? Towards a Top-down Approach to Sentiment Analysis of Product Reviews,2015,3,0,0,0e78056e2577be90e0e3a79a6a39635715df772b,,0,0,0,3,0,0,0,0,0,0,0,自然语言处理
How to Memorize a Random 60-Bit String,2015,8,2,0,63b426203b61464dc8ecb4322720bd7f95f0f5a5,,0,0,1,2,2,0,1,1,0,1,0,基础 AI 理论
A Bayesian Model for Joint Learning of Categories and their Features,2015,3,0,0,84b254b1b0ecf5bd98d7be193ab1456f07879552,,0,0,1,1,0,0,0,1,0,0,0,概率统计与推理基础
Shared common ground influences information density in microblog texts,2015,16,9,0,3f559053523c61c88bb6b7cc4d3ce2328bc8f6d6,,0,1,3,1,2,1,0,3,1,2,1,自然语言处理
Hierarchic syntax improves reading time prediction,2015,38,6,3,c0f4f333704d12eaa19cd9ab20837970c23ceef7,,0,3,5,3,7,4,1,6,2,2,3,自然语言处理
Retrofitting Word Vectors to Semantic Lexicons,2015,2,0,0,04f79e587d6f6ea01019ce06ab15c38e30d4171a,,0,0,0,0,0,1,1,0,0,0,0,自然语言处理
"“You’re Mr. Lebowski, I’m the Dude”: Inducing Address Term Formality in Signed Social Networks",2015,39,21,1,7006cb2230ce8072ca6c6a13c36c2cc449dbe05c,,0,2,8,5,4,4,3,3,2,3,3,自然语言处理
Unsupervised Morphology Induction Using Word Embeddings,2015,148,37,5,39ef3906b13ac2758ebc0d8f75e738d4f6314b39,,0,4,22,31,13,14,17,13,4,6,3,自然语言处理
Proceedings of the 2016 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,2016,355,61,20,3779c1d2059e0daa9b511bb354172a9726cce54b,,0,0,2,17,17,43,55,66,92,55,4,自然语言处理
Achieving Accurate Conclusions in Evaluation of Automatic Machine Translation Metrics,2016,21,5,0,67228eecd5563e9c9c60fabafaed8e305bdba4a0,,0,0,5,2,1,3,1,2,4,1,2,自然语言处理
Flexible Non-Terminals for Dependency Tree-to-Tree Reordering,2016,1,1,0,e6538a8daed9b41a61701e26a9d6b6d199d5755f,,0,0,1,0,0,0,0,0,0,0,0,自然语言处理
"Selecting Syntactic, Non-redundant Segments in Active Learning for Machine Translation",2016,20,6,1,d21a0e01514732f241b9c138eceb76ecaef17a27,,0,0,1,1,1,3,1,2,4,4,3,自然语言处理
Multi-Source Neural Translation,2016,330,116,6,f4610bbad14cf5c722cfe11fcca3d7e6382452dd,,1,1,17,42,61,58,54,41,26,11,9,自然语言处理
Controlling Politeness in Neural Machine Translation via Side Constraints,2016,329,106,6,bf0f141bae83bd6d5ca0c37839d53f0d06059b34,,0,0,11,16,39,62,43,51,46,33,14,自然语言处理
Neural Network-Based Abstract Generation for Opinions and Arguments,2016,146,57,3,e8b7225037dfa77623824f28f58927212bc3949e,,0,0,1,14,14,23,16,26,14,18,14,自然语言处理
A Low-Rank Approximation Approach to Learning Joint Embeddings of News Stories and Images for Timeline Summarization,2016,48,17,2,860c908be33a164566c6d881feec593c69dca9ee,,0,0,3,4,6,7,6,14,5,3,0,多模态学习
Entity-balanced Gaussian pLSA for Automated Comparison,2016,8,3,0,77220147b3c3439c9d44da83fa12c15893f9a74d,,0,0,0,1,2,2,1,1,1,0,0,概率统计与推理基础
Automatic Summarization of Student Course Feedback,2016,31,5,2,b0a9abe0771c7da8a2676f723233385c5a058f88,,0,0,1,2,8,1,6,5,2,0,4,自然语言处理
Knowledge-Guided Linguistic Rewrites for Inference Rule Verification,2016,9,4,0,fca64d8c549f151cc89771a4bf480547687c8818,,0,0,2,1,4,1,1,0,0,0,0,自然语言处理
A Diversity-Promoting Objective Function for Neural Conversation Models,2016,2551,1018,17,651e5bcc14f14605a879303e97572a27ea8c7956,,1,3,46,99,186,287,342,313,384,332,295,自然语言处理
Multi-domain Neural Network Language Generation for Spoken Dialogue Systems,2016,190,65,3,9ffaa3a91071f0b9b7676b8cfc73e06069329724,,1,2,11,34,31,23,36,12,25,8,5,自然语言处理
A Long Short-Term Memory Framework for Predicting Humor in Dialogues,2016,87,20,2,015c26ca824f9d20b6523f44e6b9dc3b3dd65b2d,,0,0,3,10,10,15,15,13,10,5,4,自然语言处理
Conversational Flow in Oxford-style Debates,2016,75,38,0,36c3e9e30de89220caef968706ba2758f2f0b094,,0,1,1,10,6,9,7,4,12,7,7,自然语言处理
Counter-fitting Word Vectors to Linguistic Constraints,2016,496,168,6,9d899d9c43f3bb0c1ce2f9b5713340c05583a484,,0,0,12,38,65,65,68,60,61,72,39,表示学习与优化方法
Grounded Semantic Role Labeling,2016,1,0,0,4320e866f3a2bc0173f56d5e09af2c8d03e1d7ac,,0,0,0,0,0,0,0,0,1,0,0,自然语言处理
Black Holes and White Rabbits: Metaphor Identification with Visual Features,2016,197,68,3,f4fa88834ce0b460bb80acbaceb5fd5418611286,,0,0,7,12,24,19,31,30,13,19,27,多模态学习
Bridge Correlational Neural Networks for Multilingual Multimodal Representation Learning,2016,57,19,0,bb0f00d8fa7cac167e213c0828835a8ff78791c8,,0,0,4,10,8,6,6,6,2,7,5,多模态学习
Unsupervised Visual Sense Disambiguation for Verbs using Multimodal Embeddings,2016,53,18,0,3e3cf09d619cff79b8379b639cddfcd09451995b,,0,0,5,4,13,7,6,2,3,7,3,多模态学习
Stating the Obvious: Extracting Visual Common Sense Knowledge,2016,54,23,0,0dcc768631d9ede8a3679e980b37204b782781b2,,0,0,2,7,7,6,10,5,5,4,2,计算机视觉
Recurrent Neural Network Grammars,2016,536,246,11,7345843e87c81e24e42264859b214d26042f8d51,,0,0,16,63,77,94,99,66,36,36,28,自然语言处理
Expected F-Measure Training for Shift-Reduce Parsing with Recurrent Neural Networks,2016,21,8,2,0e08a9fa9d85646f52665be81e82b6755fba9c77,,0,0,4,6,4,2,2,1,0,2,0,自然语言处理
LSTM CCG Parsing,2016,86,39,1,440dc6e5a06f35890d04b36768fe7b6e6d320684,,1,0,8,15,20,23,9,4,0,2,3,自然语言处理
Supertagging With LSTMs,2016,72,33,0,0f5bb9ae0c060b349597c0b2582bf271a5a2156a,,0,0,8,13,10,15,13,4,6,3,0,自然语言处理
An Empirical Study of Automatic Chinese Word Segmentation for Spoken Language Understanding and Named Entity Recognition,2016,12,4,0,b889fb0a917a1fdccd0fb36248535f613400f0a4,,0,0,0,0,2,3,4,2,0,1,0,自然语言处理
Name Tagging for Low-resource Incident Languages based on Expectation-driven Learning,2016,30,14,0,6afb411e0944740801f95f101a90a4e4532921dc,,0,0,3,6,6,9,3,1,1,0,1,自然语言处理
Neural Architectures for Named Entity Recognition,2016,4186,1012,137,f5a7da72496e2ca8edcd9f9123773012c010cfc6,,3,1,74,266,511,743,711,539,469,381,273,自然语言处理
Dynamic Feature Induction: The Last Gist to the State-of-the-Art,2016,54,12,0,b335347036b79868421d5afb6af4de67eaff4147,,0,0,3,6,20,12,7,2,3,1,0,机器学习（含深度学习）
Drop-out Conditional Random Fields for Twitter with Huge Mined Gazetteer,2016,11,4,0,8b43fb323f6cd2aef551eb4a191ad5a5a4d3aaaf,,0,0,0,2,0,2,2,3,1,1,0,自然语言处理
Joint Extraction of Events and Entities within a Document Context,2016,252,94,5,c558e2b5dcab8d89f957f3045a9bbd43fd6a28ed,,0,0,7,7,17,24,34,53,50,31,20,自然语言处理
Joint Event Extraction via Recurrent Neural Networks,2016,638,223,13,7afc4b1b89081d118700801064e251870d05617b,,0,0,9,27,44,59,92,96,116,103,62,自然语言处理
Top-down Tree Long Short-Term Memory Networks,2016,101,27,1,e5f0762b9cfd07f88608f5502ed4467a8b5546cb,,0,0,7,27,11,21,13,7,6,2,6,自然语言处理
Recurrent Memory Networks for Language Modeling,2016,92,30,6,889e57259a1d6017701fb2c2ceece82f9f4eff4c,,0,0,5,16,16,18,12,9,8,5,1,自然语言处理
A Latent Variable Recurrent Neural Network for Discourse-Driven Language Models,2016,125,42,1,3dfd76e4b5083ee71049099c3105e8af69edb44f,,1,0,14,25,27,23,15,6,9,3,2,自然语言处理
Questioning Arbitrariness in Language: a Data-Driven Study of Conventional Iconicity,2016,15,2,0,d74b98b7e1952215beb27c1e326d5320d5155ea3,,0,0,0,1,2,4,0,1,1,0,2,自然语言处理
Distinguishing Literal and Non-Literal Usage of German Particle Verbs,2016,41,14,0,6ae6480afcd27cd5257ad0b72d485d4529d3000a,,0,0,0,6,11,4,3,1,3,5,8,自然语言处理
Phrasal Substitution of Idiomatic Expressions,2016,19,5,1,508e9d056edee01e6d8b8526afcb7c1106686b3f,,0,0,0,1,4,0,3,4,2,3,2,自然语言处理
Leverage Financial News to Predict Stock Price Movements Using Word Embeddings and Deep Neural Networks,2016,91,8,0,9d11d6dc35221007787da75622d2030424ab367c,,0,1,2,8,7,14,18,17,6,6,5,机器学习（含深度学习）
Grammatical error correction using neural machine translation,2016,232,76,4,558044f59a1855fbd08a747fb0fd1ea1ee7c19af,,0,0,4,18,34,30,30,27,32,27,17,自然语言处理
Multimodal Semantic Learning from Child-Directed Input,2016,24,4,2,0bde6c7f1d4a24701ac50f615af4b2b3febaa6fa,,0,0,1,4,2,3,4,4,4,2,0,多模态学习
Recurrent Support Vector Machines For Slot Tagging In Spoken Language Understanding,2016,15,6,0,0216df07704f7084f097fd5b5467dc50e0f29f4b,,0,0,0,1,2,4,4,3,1,0,0,自然语言处理
Expectation-Regulated Neural Model for Event Mention Extraction,2016,17,7,1,ca4d99c8aac9be88dd3c43ccd7c9cf754834ee3e,,0,0,2,3,1,4,4,1,0,1,0,自然语言处理
Agreement on Target-bidirectional Neural Machine Translation,2016,111,36,3,b8e7aa5ee3d280a9032fa9b15a4b79cc021f33ed,,0,0,4,10,19,26,18,10,9,5,8,自然语言处理
Psycholinguistic Features for Deceptive Role Detection in Werewolf,2016,13,4,2,d6bf5a4c62f836ba981a41cbd77e4f1caf0f4dc4,,0,0,0,2,1,2,2,1,1,1,2,自然语言处理
Individual Variation in the Choice of Referential Form,2016,8,3,0,5dd284c13c4bce6a00b7b6fb5b2e238254646a2a,,0,0,2,1,1,0,0,1,1,0,1,自然语言处理
Joint Learning Templates and Slots for Event Schema Induction,2016,31,11,1,a477778d8ae4cb70b67d02d094d030c44d0c6ffd,,0,0,1,6,4,1,2,4,3,4,5,自然语言处理
Inferring Psycholinguistic Properties of Words,2016,52,6,2,2c6e169cea5b26dd11f2b14723d2d4c1a1bc892c,,0,0,2,6,7,4,6,9,3,6,4,自然语言处理
Intra-Topic Variability Normalization based on Linear Projection for Topic Classification,2016,0,0,0,5fc2bdb63517afcbddc78a861c9078fecb205f4e,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
Shift-Reduce CCG Parsing using Neural Network Models,2016,16,3,0,d938fb451585c84aff53706d58caf86c31677f1b,,1,0,3,7,1,2,1,1,0,0,0,自然语言处理
Online Multilingual Topic Models with Multi-Level Hyperpriors,2016,7,2,0,c02aeb7a6cef2dd329085d18464952aef59ed30e,,0,0,0,0,6,0,1,0,0,0,0,自然语言处理
STransE: a novel embedding model of entities and relationships in knowledge bases,2016,186,44,1,50de83b8a00f448b3e344701a60dfdcfd84881f4,,0,0,7,19,29,40,31,19,16,12,8,表示学习与优化方法
An Unsupervised Model of Orthographic Variation for Historical Document Transcription,2016,15,2,0,9fd1f77436f66a79d279b1d9babc5c937d712388,,0,0,1,6,3,1,1,1,0,1,1,自然语言处理
Bidirectional RNN for Medical Event Detection in Electronic Health Records,2016,291,23,11,f9d4a708d391f7c4bc6b3b3906a3291c636856f7,,0,0,7,18,55,68,56,28,19,19,9,自然语言处理
The Sensitivity of Topic Coherence Evaluation to Topic Cardinality,2016,58,14,2,934be2cdd0c06f73b01e704de4d6162dc354e173,,0,0,0,8,5,11,10,7,2,8,3,自然语言处理
Transition-Based Syntactic Linearization with Lookahead Features,2016,17,4,0,57fe31ee17f4e03fcb152130dec9240813e309bd,,0,0,0,4,5,3,3,1,1,0,0,自然语言处理
A Recurrent Neural Networks Approach for Estimating the Quality of Machine Translation Output,2016,30,4,1,d362e225376fcce589a3087f9c87b3e245825f2d,,0,0,1,5,4,5,4,2,4,2,2,自然语言处理
Symmetric Patterns and Coordinations: Fast and Enhanced Representations of Verbs and Adjectives,2016,20,9,0,62c4fc68d1dcaf99a6c0b4e7f657861ae573c060,,0,0,5,8,2,0,2,1,0,0,1,自然语言处理
Breaking the Closed World Assumption in Text Classification,2016,130,45,4,c5b556807c19548384886a060216672c11121a72,,0,0,1,8,4,8,14,24,20,17,18,自然语言处理
Sequential Short-Text Classification with Recurrent and Convolutional Neural Networks,2016,462,91,16,f292139b371f5b34e835f4dbff102dc28f972876,,1,0,10,40,81,87,93,44,31,37,20,自然语言处理
Improved Neural Network-based Multi-label Classification with Better Initialization Leveraging Label Co-occurrence,2016,116,29,2,ba98f3e910160e2b699d6db34af5bf52778c983c,,0,0,2,11,13,25,14,12,13,13,8,机器学习（含深度学习）
Learning Distributed Word Representations For Bidirectional LSTM Recurrent Neural Network,2016,34,7,2,4a4e473c696150687be151b20cce2d0b1588c37e,,0,0,10,8,9,3,1,1,1,0,1,自然语言处理
Combining Recurrent and Convolutional Neural Networks for Relation Classification,2016,182,35,7,b04ad4b86f46b0c6670f0da898a1300f385bf3d2,,0,0,7,30,27,29,35,16,19,6,7,自然语言处理
Building Chinese Affective Resources in Valence-Arousal Dimensions,2016,160,22,6,0d1444970774aa59c763cdf3a39ff547f1b7dd96,,0,0,19,19,21,18,13,21,15,11,20,自然语言处理
Improving event prediction by representing script participants,2016,14,8,0,262642ea902da3010b7b56f49fe6fc50834a5f37,,0,0,0,3,4,2,0,1,1,2,0,自然语言处理
Structured Prediction with Output Embeddings for Semantic Image Annotation,2016,2,2,0,99a054369f3be3a7eef8dfca77793ba4d44e491b,,0,0,1,0,0,1,0,0,0,0,0,计算机视觉
Large-scale Multitask Learning for Machine Translation Quality Estimation,2016,8,3,0,79c6f1f5f1342cf0852c72b37217e448ae538575,,0,0,2,0,2,0,2,1,0,0,1,自然语言处理
Conversational Markers of Constructive Discussions,2016,58,23,0,605be8c6067018ae315d5ae35d69e4ae6797a1fa,,0,0,2,7,7,6,8,7,2,2,7,自然语言处理
Vision and Feature Norms: Improving automatic feature norm learning through cross-modal maps,2016,21,8,0,9e694a8aa4448627bb34b22fad2edae95b0a6f17,,0,0,2,5,1,2,5,3,1,1,0,多模态学习
Cross-lingual Wikification Using Multilingual Embeddings,2016,112,48,1,ae93607a4c49c49bc684ba4cafb182fc4268b2e3,,0,0,3,15,23,19,14,14,10,8,3,自然语言处理
Deconstructing Complex Search Tasks: a Bayesian Nonparametric Approach for Extracting Sub-tasks,2016,15,8,0,2b5bc8a1be2f14005965348d648bcdfbef3a52c7,,0,0,1,2,3,4,1,2,2,0,0,概率统计与推理基础
Probabilistic Models for Learning a Semantic Parser Lexicon,2016,10,4,0,40b132a0127a51658581262cc4acc8fba0524069,,0,0,1,4,5,0,0,0,0,0,0,概率统计与推理基础
Unsupervised Compound Splitting With Distributional Semantics Rivals Supervised Methods,2016,30,5,0,c7b5f35bb40c2070fa032bc10b4153af91c4f382,,0,0,2,4,7,6,5,0,0,1,4,自然语言处理
Weighting Finite-State Transductions With Neural Context,2016,77,42,0,053b3605632c69d0c74c8a054840cfad89268ce3,,0,1,10,10,14,12,4,10,4,6,5,自然语言处理
Morphological Inflection Generation Using Character Sequence to Sequence Learning,2016,137,51,0,6413e6a4f68be0ea6aed0082b205147d9f893699,,0,2,19,31,32,15,15,12,4,3,3,自然语言处理
Towards Unsupervised and Language-independent Compound Splitting using Inflectional Morphological Transformations,2016,20,6,0,f05257d1b6b8e9627f39527d310337e775899082,,0,0,2,3,6,3,2,2,0,1,1,自然语言处理
Phonological Pun-derstanding,2016,24,8,0,e1d102db68a7284c3c1ff2502b4928c00049bc9f,,0,0,0,5,2,8,4,2,0,0,0,自然语言处理
A Joint Model of Orthography and Morphological Segmentation,2016,50,22,0,0a275c52c61ecf2429189387426d6173e40d695a,,0,1,5,8,3,6,2,4,9,5,4,自然语言处理
Syntactic Parsing of Web Queries with Question Intent,2016,21,4,0,31dbf6792d8c21579e18f34f22683a99746a0b93,,1,0,2,2,7,3,6,0,0,0,0,自然语言处理
